,Listing phrase,Category level 1,Category level 2,Type of NPS,Type of NPS new,Other name 1,Other name 2,Other name 3,Other name 4,Chemical name,Listing phrase length,listing phrase
1530,DHEA,DHEA,NPS,,,,,,,,,dhea
1549,DL-4662,DL-4662,NPS,Cathinones,,,,,,"1-(3,4-dimethoxyphenyl)-2-(ethylamino)pentan-1-one",,dl-4662
1550,DMA,DMA,NPS,,,"N,N-dimethylamphetamine",,,,"N,N-dimethyl-1-phenylpropan-2-amine",,dma
1551,DMAA,dmaa,NPS,,,,,,,,,dmaa
1552,DMBA,dmba,NPS,,,,,,,,,dmba
1553,DMBA-CHMINACA,DMBA-CHMINACA,NPS,,Cannabinoid,,,,,,,dmba-chminaca
1540,DMC,Dimethocaine,NPS,,Stimulant,,,,,,,dmc
1554,DMMA,DMMA,NPS,,,,,,,"3,4-dimethoxymethamphetamine",,dmma
1555,DOAM,DOAM,NPS,Phenethylamines,Hallucinogen/dissociative/psychedelic,,,,,"1-(2,5-dimethoxy-4-pentylphenyl)propan-2-amine",,doam
1556,DOB,DOB,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,dob
1557,DOBU,DOBU,NPS,Phenethylamines,Hallucinogen/dissociative/psychedelic,,,,,"1-(4-butyl-2,5-dimethoxyphenyl)propan-2-amine",,dobu
1558,DOC,doc,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,doc
1559,DOF,DOF,NPS,Phenethylamines,Hallucinogen/dissociative/psychedelic,,,,,"1-(4-fluoro-2,5-dimethoxyphenyl)propan-2-amine",,dof
1560,DOI,DOI,NPS,,Hallucinogen/dissociative/psychedelic,,,,,"4-iodo-2,5-dimethoxyamphetamine",,doi
1561,DOI Blotter,DOI,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,doi blotter
1562,DOIP,DOIP,NPS,Phenethylamines,Hallucinogen/dissociative/psychedelic,,,,,"1-(4-isopropyl-2,5-dimethoxy-phenyl)propan-2-amine",,doip
1563,DOPR,dopr,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,dopr
1564,DOT,DOT,NPS,,Hallucinogen/dissociative/psychedelic,,,,,"(1-[2,5-dimethoxy-4-(methylthio)phenyl]propan-2-amine",,dot
1565,DPIA,DPIA,NPS,,,,,,,Di-(-phenylisopropyl)amine,,dpia
1567,DPT,dpt,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,dpt
1522,DXE,Deschloroketamine,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,dxe
1513,Damiana,Damiana,NPS,,,,,,,,,damiana
1514,Datura,datura,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,datura
1518,Deschloro W-19,Deschloro W-19,NPS,Others,,,,,,N-[(2Z)-1-[2-(4-aminophenyl)ethyl]piperidin-2-ylidene]benzenesulfonamide,,deschloro w-19
1523,Deschloro-N-ethyl-ketamine,Deschloro-N-ethyl-ketamine,NPS,Arylcyclohexylamines,Hallucinogen/dissociative/psychedelic,Deschloro-N-ethyl-ketamine,Deschloro-N-ethyl-ketamine,,,2-(ethylamino)-2-phenyl-cyclohexanone,,deschloro-n-ethyl-ketamine
1519,Deschloroetizolam,deschloroetizolam,NPS,,Sedative - benzodiazepine,,,,,,,deschloroetizolam
1520,Deschloroketamine,deschloroketamine,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,deschloroketamine
1521,Descholoroketamine,Deschloroketamine,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,descholoroketamine
1524,Desoxy-D2PM,Desoxy-D2PM,NPS,,,,,,,2-(diphenylmethyl)pyrrolidine,,desoxy-d2pm
1525,Despropionyl 2-F-2-FF,Despropionyl 2-F-2-FF,NPS,Opioids,Sedative - opioid,,,,,N-(2-fluorophenyl)-1-[2-(2-fluorophenyl)ethyl]piperidin-4-amine,,despropionyl 2-f-2-ff
1526,Despropionyl 2-fluorofentanyl,Despropionyl 2-fluorofentanyl,NPS,Opioids,Sedative - opioid,Despropionyl-2-fluoro fentanyl,Despropionyl 2-fluorofentanyl,,,N-(2-Fluorophenyl)-1-(2-phenylethyl)piperidin4-amine,,despropionyl 2-fluorofentanyl
1527,Despropionyl 4-fluorofentanyl,Despropionyl 4-fluorofentanyl,NPS,,Sedative - opioid,,,,,N-(4-fluorophenyl)-1-phenethylpiperidin-4-amine,,despropionyl 4-fluorofentanyl
1528,Despropionyl-m-methylfentanyl,Despropionyl-m-methylfentanyl,NPS,Opioids,Sedative - opioid,,,,,N‐(3‐methylphenyl)‐1‐(2‐phenylethyl)piperidin‐4‐amine,,despropionyl-m-methylfentanyl
1529,Despropionyl-p-Methylfentanyl,Despropionyl-p-Methylfentanyl,NPS,Opioids,Sedative - opioid,,,,,N‐(4‐methylphenyl)‐1‐(2‐phenylethyl)piperidin‐4‐amine,,despropionyl-p-methylfentanyl
1532,Di-Butylone,dibutylone,NPS,,Stimulant,,,,,,,di-butylone
1545,Di-Methylone,dimethylone,NPS,,Stimulant,,,,,,,di-methylone
1548,DiPT,dipt,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,dipt
1531,Dibutylone,dibutylone,NPS,,Stimulant,,,,,,,dibutylone
1534,Dichloropane,Dichloropane,NPS,Others,Stimulant,RTI-111,,,,"methyl 3-(3,4-dichlorophenyl)-8-methyl-8-azabicyclo[3.2.1] octane-2-carboxylate",,dichloropane
1535,Diclazepam,diclazepam,NPS,,Sedative - benzodiazepine,,,,,,,diclazepam
1536,Diclofensine,Diclofensine,NPS,,Stimulant,,,,,Diclofensine,,diclofensine
1537,Diethylhexedrone,Diethylhexedrone,NPS,,,α-Diethylaminohexanophenone,"N,N-Diethyl Hexedrone",,,2-(diethylamino)-1-phenyl-hexan-1-one,,diethylhexedrone
1539,Dimethocaine,dimethocaine,NPS,,Stimulant,,,,,,,dimethocaine
1541,Dimethoxy fentanyl,Dimethoxy fentanyl,NPS,,Sedative - opioid,"2’,5’-Dimethoxyfentanyl","2,5-Dimethoxyfentanyl",,,"N-[1-[2-(2,5-dimethoxyphenyl)ethyl]-4-piperidyl]-N-phenylpropanamide",,dimethoxy fentanyl
1542,"Dimethyl CP-47,497-C8","Dimethyl CP-47,497-C8",NPS,,Cannabinoid,,,,,3-(para-Methoxybenzoyl)-N-methylindole,,"dimethyl cp-47,497-c8"
1543,Dimethylcathinone,Dimethylcathinone,NPS,,Stimulant,,,,,1-Phenyl-2-dimethylaminopropan-1-one,,dimethylcathinone
1546,Dipentylone,Dipentylone,NPS,Cathinones,,,,,,"1-(1,3-benzodioxol-5-yl)-2-(dimethylamino)-pentan-1-one",,dipentylone
1547,Diphenidine,diphenidine,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,diphenidine
1403,Diplopterys cabrerana,Ayahuasca,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,diplopterys cabrerana
1566,Dipropyltryptamine,DPT,NPS,,,,,,,,,dipropyltryptamine
1568,EAM-2201,EAM-2201,NPS,,Cannabinoid,,,,,,,eam-2201
1570,EAM-2232,EAM-2232,NPS,Cannabinoids,Cannabinoid,,,,,5-[3-(4-ethylnaphthalene-1-carbonyl)-1H-indol-1-yl]pentanenitrile,,eam-2232
1574,ECX,ECX,NPS,,,,,,,1-ethynyl-1-cyclohexanol,,ecx
1575,EFLEA,EFLEA,NPS,Phenethylamines,,,,,,"N-(1-(2,3-dihydrobenzo[b][1,4]dioxin-6-yl)propan-2-yl)-N-methylhydroxylamine ",,eflea
1577,EG-018,EG-018,NPS,,Cannabinoid,,,,,,,eg-018
1579,EG-2201,EG-2201,NPS,Cannabinoids,Cannabinoid,,,,,9-(5-fluoropentyl)-9H-carbazol-3-yl)(1-naphthalenyl)methanone,,eg-2201
1576,EG018,EG018,NPS,,Cannabinoid,,,,,,,eg018
1580,EMB-FUBINACA,EMB-FUBINACA,NPS,,Cannabinoid,,,,,,,emb-fubinaca
1605,EPH,Ethylphenidate,NPS,,Stimulant,,,,,,,eph
1589,EPT,EPT,NPS,,,,,,,,,ept
1590,EPT (N-ethyl-propyltriptamine),EPT (N-ethyl-propyltriptamine),NPS,Indolalkylamines (fe tryptamines),Hallucinogen/dissociative/psychedelic,,,,,ethyl[2‐(1H‐indol‐3‐yl)ethyl]propylamine,,ept (n-ethyl-propyltriptamine)
1592,ETAI,ETAI,NPS,,Empathogens-Entactogens,,,,,N-Ethyl-5-trifluoromethyl-2-aminoindane,,etai
1598,ETH-LAD,eth-lad,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,eth-lad
1601,ETHYLHEPTEDRON,ETHYLHEPTEDRON,NPS,Cathinones,,,,,,2-(ethylamino)-1-phenylheptan-1-one,,ethylheptedron
1571,Echinopsis peruviana,Echinopsis peruviana,NPS,,Hallucinogen/dissociative/psychedelic,Peruvian cactus,Peruvian torch cactus,Peruvian torch,,,,echinopsis peruviana
1582,Embutramide,Embutramide,NPS,,,,,,,N-[2-ethyl-2-(3-methoxyphenyl)butyl]-4-hydroxy-butanamide,,embutramide
1583,Ephenidine,Ephenidine,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,ephenidine
1585,Ephylone,ephylone,NPS,,Stimulant,,,,,,,ephylone
1588,Epirocaine,Epirocaine,NPS,,,,,,,2-methyl-2-(propylamino)propyl] benzoate,,epirocaine
1591,Escaline,escaline,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,escaline
1593,Etaqualone,Etaqualone,NPS,,,,,,,3-(2-ethylphenyl)-2-methyl-quinazolin-4-one,,etaqualone
1599,Ethcathinone,ethylcathinone,NPS,,Stimulant,,,,,,,ethcathinone
1596,Ethinazone,Ethinazone,NPS,,,,,,,Etaqualone ,,ethinazone
1597,Ethketamine,Ethketamine,NPS,,Hallucinogen/dissociative/psychedelic,Ethyl-ket,N-NEK,N-Ethylnorketamine,N-Ethyl-ketamine,2-(2-chlorophenyl)-2-(ethylamino) cyclohexanone,,ethketamine
1946,Ethyl-Hexedrone,N-ethylhexedrone,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,ethyl-hexedrone
1600,Ethylcathinone,ethylcathinone,NPS,,Stimulant,,,,,,,ethylcathinone
1602,Ethylnaphthidate,Ethylnaphthidate,NPS,Piperidines & pyrrolidines,Stimulant,HDEP-28,,,,ethyl 2-(2-naphthyl)-2-(2-piperidyl)acetate,,ethylnaphthidate
1606,Ethylphenidate,ethylphenidate,NPS,,Stimulant,,,,,,,ethylphenidate
1607,Ethylphenidiate,Ethylphenidate,NPS,,Stimulant,,,,,,,ethylphenidiate
1608,Ethylpropyltryptamine,Ethylpropyltryptamine,NPS,,Hallucinogen/dissociative/psychedelic,EPT,,,,N-Ethyl-N-[2-(1H-indol-3-yl)ethyl]propan-1-amine,,ethylpropyltryptamine
1611,Eticyclidone,Eticyclidone,NPS,,Hallucinogen/dissociative/psychedelic,2'-oxo-PCE,O-PCE,,,,,eticyclidone
1620,Euthlone,Eutylone,NPS,,Empathogens-Entactogens,,,,,,,euthlone
1621,Eutylone,Eutylone,NPS,,Empathogens-Entactogens,,,,,,,eutylone
1623,FAB-144,FAB-144,NPS,,Cannabinoid,,,,,,,fab-144
1625,FDU-PB-22,FDU-PB-22,NPS,,Cannabinoid,,,,,1-naphthyl 1-[(4-fluorophenyl)methyl]indole-3-carboxylate,,fdu-pb-22
1624,FDU-PB22,FDU-PB22,NPS,,Cannabinoid,,,,,,,fdu-pb22
1639,FLUOROLINTANE,FLUOROLINTANE,NPS,Piperidines & pyrrolidines,Hallucinogen/dissociative/psychedelic,,,,,1-(1-(2-fluorophenyl)-2-phenylethyl)pyrrolidine,,fluorolintane
1642,FN007,FN007,NPS,,,,,,,,,fn007
1657,FU EF,Furanylethyl Fentanyl,NPS,,Sedative - opioid,,,,,,,fu ef
1644,FU-144,FU-144,NPS,,Cannabinoid,,,,,,,fu-144
1645,FU-AMB,FU-AMB,NPS,,Cannabinoid,,,,,,,fu-amb
1646,FUB-144,FUB-144,NPS,Cannabinoids,Cannabinoid,FUB-UR-144,,,,"([1-[(4-fluorophenyl)methyl]indol-3-yl]-(2,2,3,3-tetramethylcyclopropyl) methanone",,fub-144
1647,FUB-AKB,FUB-AKB,NPS,,Cannabinoid,,,,,,,fub-akb
1650,FUB-AMB,FUB-AMB,NPS,,Cannabinoid,,,,,,,fub-amb
1581,FUB-EMB,EMB-FUBINACA,NPS,,Cannabinoid,,,,,,,fub-emb
1652,FUB-JWH-018,FUB-JWH-018,NPS,Cannabinoids,Cannabinoid,,,,,(1-(4-fluorobenzyl)-1H-indol-3-yl)(naphthalen-1-yl)methanone,,fub-jwh-018
1653,FUB-NPB-22,FUB-NPB-22,NPS,Cannabinoids,Cannabinoid,,,,,quinolin-8-yl-(4-fluorobenzyl)-1H-indazole-3-carboxylate,,fub-npb-22
1654,FUB-PB22,FUB-PB22,NPS,,Cannabinoid,,,,,,,fub-pb22
1651,FUBIMINA,FUBIMINA,NPS,Cannabinoids,Cannabinoid,AM-2201 benzimidazole analogue,BZ-2201,,,1-(5-fluoropentyl)-1H-benzo[d] imidazol-2-yl)(naphthalen-1-yl)methanone ,,fubimina
1659,FUF,furanylfentanyl,NPS,,Sedative - opioid,,,,,,,fuf
1661,FUNARYL FENTANYL,Furanylfentanyl,NPS,,Sedative - opioid,,,,,,,funaryl fentanyl
1626,Fenazepam,Fenazepam,NPS,,Sedative - benzodiazepine,,,,,"7-brom-5/o-chlorphenyl/1,2-dihydro-3H-1,4-benzodiazepin-2-on",,fenazepam
1628,Fenethylline,Fenethylline,NPS,stimulant ex-medicine,Stimulant,Amphetaminoethyltheophylline,Amfetyline,NSC 169872,,"1,3-dimethyl-7-[2-(1-phenylpropan-2-ylamino)ethyl]purine-2,6-dione",,fenethylline
1629,Fentanyl butanamide analogue,Fentanyl butanamide analogue,NPS,,Sedative - opioid,,,,,N-phenyl-N-[1-(2-phenylethyl)-4-piperidinyl]- butanamide ,,fentanyl butanamide analogue
1630,Fladrafinil,Fladrafinil,NPS,Others,Stimulant,CRL-40941,,,,2-[bis(4-fluorophenyl)methylsulfinyl]-N-hydroxyacetamide,,fladrafinil
1631,Flephedrone,flephedrone,NPS,,Empathogens-Entactogens,,,,,,,flephedrone
1632,Flualprazolam,Flualprazolam,NPS,Benzodiazepines,Sedative - benzodiazepine,,,,,"12-chloro-9-(2-fluorophenyl)-3-methyl-2,4,5,8-tetraazatricyclo[8.4.0.0²,⁶]tetradeca-1(14),3,5,8,10,12-hexaene",,flualprazolam
1634,Flubrolazolam,Flubromazolam,NPS,,Sedative - benzodiazepine,,,,,,,flubrolazolam
1633,Flubromazepam,flubromazepam,NPS,,Sedative - benzodiazepine,,,,,,,flubromazepam
1635,Flubromazolam,flubromazolam,NPS,,Sedative - benzodiazepine,,,,,,,flubromazolam
1636,Fluclotizolam,Fluclotizolam,NPS,,Sedative - benzodiazepine,,,,,Fluclotizolam,,fluclotizolam
1637,Flunitrazolam,Flunitrazolam,NPS,Benzodiazepines,Sedative - benzodiazepine,,,,,"6-(2-fluorophenyl)-1-methyl-8-nitro-4H-[1,2,4]triazolo[4,3-a][1,4] benzodiazepine",,flunitrazolam
1638,Fluoroketamine,Fluoroketamine,NPS,Arylcyclohexylamines,Hallucinogen/dissociative/psychedelic,2-fluoro Deschloroketamine,2-Fluorodeschloroketamine,2-Fl-2'-Oxo-PCM,2-FDCK,2-(2-Fluorophenyl)-2-methylamino-cyclohexanone,,fluoroketamine
1640,Fluorotropacocaine,Fluorotropacocaine,NPS,,,,,,,Fluorotropacocaine,,fluorotropacocaine
1641,Flutoprazepam,Flutoprazepam,NPS,Benzodiazepines,Sedative - benzodiazepine,,,,,"7‐chloro‐1‐(cyclopropylmethyl)‐5‐(2‐fluorophenyl)‐2,3‐dihydro‐1H‐1,4‐benzodiazepin‐2‐one",,flutoprazepam
1643,Fonazepam,Fonazepam,NPS,Benzodiazepines,Sedative - benzodiazepine,Desmethylflunitrazepam,,,,"5-(2-fluorophenyl)-1,3-dihydro-7-nitro-2H-1,4-benzodiazepin-2-one",,fonazepam
1660,Fu-F,furanylfentanyl,NPS,,Sedative - opioid,,,,,,,fu-f
1667,Fur-fentanyl,Furanylfentanyl,NPS,,Sedative - opioid,,,,,,,fur-fentanyl
1662,Furanil-Fentanil,Furanylfentanyl,NPS,,Sedative - opioid,,,,,,,furanil-fentanil
1663,FuranyFentanyl,Furanylfentanyl,NPS,,Sedative - opioid,,,,,,,furanyfentanyl
1664,Furanyl Fentanyl,Furanylfentanyl,NPS,,Sedative - opioid,,,,,,,furanyl fentanyl
1656,Furanyl UF-17,Furanyl UF-17,NPS,,Sedative - opioid,,,,,N-[2-(dimethylamino)cyclohexyl]-N-phenyl-furan-2-carboxamide,,furanyl uf-17
1655,Furanyl norfentanyl,Furanyl norfentanyl,NPS,Opioids,Sedative - opioid,,,,,N-phenyl-N-(piperidin-4-yl)furan-2-carboxamide,,furanyl norfentanyl
1666,Furanyl-Fentanyl,furanylfentanyl,NPS,,Sedative - opioid,,,,,,,furanyl-fentanyl
1665,FuranylFentanyl,furanylfentanyl,NPS,,Sedative - opioid,,,,,,,furanylfentanyl
1658,Furanylethyl Fentanyl,Furanylethyl Fentanyl,NPS,Opioids,Sedative - opioid,,,,,N-{1-[2-(furan-2-yl)ethyl]piperidin-4-yl}-N-phenylpropanamide,,furanylethyl fentanyl
1668,G-130,G-130,NPS,Others,Stimulant,,,,,"5,5-dimethyl-2-phenyl-morpholine",,g-130
1671,GTS-21,GTS-21,NPS,Piperidines & pyrrolidines,Stimulant,,,,,"(3E)-3-[(2,4-dimethoxyphenyl)methylidene]-3,4,5,6-tetrahydro-2,3'-bipyridine",,gts-21
1669,Gelbes,Gelbes,NPS,,,,,,,1-(3-chlorophenyl)-4-(3Chloropropyl)piperazine hydrochloride,,gelbes
1670,Glaucine,Glaucine,NPS,,,,,,,"(6aS)-1,2,9,10-tetramethoxyaporphine",,glaucine
1675,HBWR,Hawaiian Baby Woodrose,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,hbwr
1677,HDMP-28,HDMP-28,NPS,Piperidines & pyrrolidines,Stimulant,methylnaphthidate,,,,methyl 2-(2-naphthyl)-2-(2-piperidyl)acetate,,hdmp-28
1681,HMA,HMA,NPS,Phenethylamines,,,,,,4-(2-aminopropyl)-2-methoxyphenol,,hma
1686,HU-210,HU-210,NPS,,Cannabinoid,,,,,,,hu-210
1687,HU-211,HU-211,NPS,,Cannabinoid,,,,,,,hu-211
1688,HU-308,HU-308,NPS,Cannabinoids,Cannabinoid,,,,,"[(1R,2R,5R)-2-[2,6-dimethoxy-4-(2-methyloctan-2-yl)phenyl]-7,7-dimethyl-4-bicyclo[3.1.1]hept-3-enyl] methanol",,hu-308
1689,HU-331,HU-331,NPS,,Cannabinoid,,,,,"((3S,4R)-3-hydroxy-2-p-mentha-(1,8)-dien-3- yl-5-pentyl-3,4-p-benzoquinone)",,hu-331
1672,Harmine,harmine,NPS,,,,,,,,,harmine
1674,Hawaiian BWR,Hawaiian Baby Woodrose,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,hawaiian bwr
1673,Hawaiian Baby Woodrose,Hawaiian Baby Woodrose,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,hawaiian baby woodrose
1678,Heliomethylamine,Heliomethylamine,NPS,,,,,,,Heliomethylamine,,heliomethylamine
1679,Hexanoylfentanyl,Hexanoylfentanyl,NPS,,Sedative - opioid,,,,,Hexanoylfentanyl,,hexanoylfentanyl
1680,Hexedrone,hexedrone,NPS,,Stimulant,,,,,,,hexedrone
1947,Hexen,N-ethylhexedrone,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,hexen
1682,Homarylamine,Homarylamine,NPS,Phenethylamines,,,,,,"[2-(2H-1,3-benzodioxol-5-yl)ethyl](methyl)amine",,homarylamine
1683,Homomazindol,Homomazindol,NPS,,,,,,,Homomazindol,,homomazindol
1684,Homoveratrylamine,Homoveratrylamine,NPS,Phenethylamines,,,,,,"2-(3,4-dimethoxyphenyl)ethan-1-amine",,homoveratrylamine
1685,Hordenine,Hordenine,NPS,Phenethylamines,Stimulant,,,,,4-[2-(dimethylamino)ethyl]phenol,,hordenine
1690,Hydroxyamphetamine,Hydroxyamphetamine,NPS,,,,,,,4-(2-aminopropyl)phenol,,hydroxyamphetamine
1692,IDRA-21,IDRA-21,NPS,Others,Stimulant,,,,,"7-chloro-3-methyl-3,4-dihydro-2H-1λ⁶,2,4-benzothiadiazine-1,1-dione",,idra-21
1693,Indane,Indane,NPS,Others,,,,,,"2,3-dihydro-1H-indene",,indane
1695,Iso-ethcathinone,Iso-ethcathinone,NPS,,,,,,,1-ethylamino-1-phenyl-propan-2-one,,iso-ethcathinone
1696,Iso-pentedrone,Iso-pentedrone,NPS,,,,,,,1-methylamino-1-phenyl-pentan-2-one,,iso-pentedrone
1697,Iso-pentylone,Iso-pentylone,NPS,,,,,,,Iso-pentylone,,iso-pentylone
1699,Iso-phenmetrazine,Iso-phenmetrazine,NPS,,Stimulant,,,,,Iso-phenmetrazine,,iso-phenmetrazine
1698,Isophenmetrazine,Isophenmetrazine,NPS,Others,Stimulant,so-phenmetrazine,,,,5-methyl-2-phenylmorpholine,,isophenmetrazine
1700,Isophentanyl,Isophentanyl,NPS,Opioids,Sedative - opioid,Isophentanyl (cis),,,,N-(1-benzyl-3-methylpiperidin-4-yl)-N-phenyl-propanamide,,isophentanyl
1702,Isopropyl-U-47700,Isopropyl-U-47700,NPS,Opioids,Sedative - opioid,,,,,"3,4-dichloro-N-[2-(dimethylamino)cyclohexyl]-N-(propan-2-yl)benzamide",,isopropyl-u-47700
1701,Isopropylphenidate,isopropylphenidate,NPS,,Stimulant,,,,,,,isopropylphenidate
1704,JTE-907,JTE-907,NPS,,Cannabinoid,,,,,"N-(benzo[1,3]dioxol-5-ylmethyl)-7-methoxy-2-oxo-8-pentyloxy-1,2- dihydroquinolin-3-carboxamide",,jte-907
1706,JWH-007,JWH-007,NPS,Cannabinoids,Cannabinoid,,,,,1-pentyl-2-methyl-3-(1-naphthoyl)indole,,jwh-007
1707,JWH-015,JWH-015,NPS,,Cannabinoid,,,,,1-propyl-2-methyl-3-(1-naphthoyl)indole),,jwh-015
1708,JWH-016,JWH-016,NPS,Cannabinoids,Cannabinoid,,,,,1-butyl-2-methyl-3-(naphthalene-1-carbonyl)-1H-indole,,jwh-016
1709,JWH-018,JWH-018,NPS,Cannabinoids,Cannabinoid,AM678,,,,Naphthalen-1-yl-(1-pentylindol-3-yl)methanon,,jwh-018
1710,JWH-018 (cyclohexylmethyl),JWH-018 (cyclohexylmethyl),NPS,,Cannabinoid,,,,,,,jwh-018 (cyclohexylmethyl)
1711,JWH-018 2'-naphthyl isomer,JWH-018 2'-naphthyl isomer,NPS,,Cannabinoid,,,,,,,jwh-018 2'-naphthyl isomer
1718,JWH-018 N-(5-bromopentyl),JWH-018 N-(5-bromopentyl),NPS,,Cannabinoid,,,,,,,jwh-018 n-(5-bromopentyl)
1719,JWH-018 N-(5-bromopentyl) derivative,JWH-018 N-(5-bromopentyl) derivative,NPS,,Cannabinoid,,,,,[1-(5-bromopentyl)-1H-indol-3-yl](naphthalen-1-yl) methanone,,jwh-018 n-(5-bromopentyl) derivative
1720,JWH-018 N-(5-chloropentyl),JWH-018 N-(5-chloropentyl),NPS,,Cannabinoid,,,,,,,jwh-018 n-(5-chloropentyl)
1721,JWH-018 N-(5-chloropentyl) derivative,JWH-018 N-(5-chloropentyl) derivative,NPS,,Cannabinoid,,,,,[1-(5-chloropentyl)-1H-indol-3-yl](naphthalen-1-yl) methanone,,jwh-018 n-(5-chloropentyl) derivative
1722,JWH-018 N-(5-hydroxypentyl),JWH-018 N-(5-hydroxypentyl),NPS,,Cannabinoid,,,,,,,jwh-018 n-(5-hydroxypentyl)
1712,JWH-018 adamantoyl derivative,JWH-018 adamantoyl derivative,NPS,,Cannabinoid,,,,,1-adamantoyl(1-pentyl-1H-indol-3-yl)methanone,,jwh-018 adamantoyl derivative
1713,JWH-018 carboxamide derivative,JWH-018 carboxamide derivative,NPS,,Cannabinoid,,,,,1-pentyl-N- (naphthalen-1-yl)-1H-indole-3-carboxamide,,jwh-018 carboxamide derivative
1714,"JWH-018 carboxylate analogue, quinolinyl derivative","JWH-018 carboxylate analogue, quinolinyl derivative",NPS,,Cannabinoid,,,,,quinolin-8-yl 1-pentyl-1H-indole-3-carboxylate,,"jwh-018 carboxylate analogue, quinolinyl derivative"
1715,JWH-018 cyclohexymethyl derivative,JWH-018 cyclohexymethyl derivative,NPS,,Cannabinoid,,,,,1-(cyclohexylmethyl)-1H-indol-3-yl] (naphthalen-1-yl)methanone),,jwh-018 cyclohexymethyl derivative
1716,JWH-018 indazole analogue,JWH-018 indazole analogue,NPS,,Cannabinoid,,,,,1-naphthalenyl(1-pentyl-1H- indazol-3-yl)-methanone,,jwh-018 indazole analogue
1717,JWH-018 methylderivate (2-methylnaphthalene,JWH-018 methylderivate (2-methylnaphthalene,NPS,Cannabinoids,Cannabinoid,,,,,(2-methylnaphthalen-1-yl)-(1-pentyl-1H-indol-3-yl)methanone,,jwh-018 methylderivate (2-methylnaphthalene
1723,JWH-019,JWH-019,NPS,Cannabinoids,Cannabinoid,,,,,1-hexyl-3-(1-naphthoyl)indole,,jwh-019
1724,JWH-020,JWH-020,NPS,Cannabinoids,Cannabinoid,,,,,(1-heptyl-1H-indol-3-yl)-1-naphthalenyl-methanone,,jwh-020
1725,JWH-022,JWH-022,NPS,,Cannabinoid,,,,,naphthalen-1-yl(2-(pent-4-enyl)-1H-indol-3-yl)methanone,,jwh-022
1726,JWH-030,JWH-030,NPS,,Cannabinoid,,,,,(naphthalen-1-yl(1-pentyl-1H-pyrrol-3-yl)methanone,,jwh-030
1727,JWH-071,JWH-071,NPS,,Cannabinoid,,,,,(1-ethyl-1H-indol-3-yl)-1-naphthalenyl-methanone),,jwh-071
1728,JWH-072,JWH-072,NPS,Cannabinoids,Cannabinoid,,,,,1-naphthalenyl(1-propyl-1H-indol-3-yl)-methanone,,jwh-072
1729,JWH-072-N-carboxy,JWH-072-N-carboxy,NPS,Cannabinoids,Cannabinoid,,,,,3-[3-(naphthalene-1-carbonyl)-1H-indol-1-yl]propanoic acid,,jwh-072-n-carboxy
1730,JWH-073,JWH-073,NPS,Cannabinoids,Cannabinoid,,,,,1-butyl-3-(1-naphthoyl)indole,,jwh-073
1731,JWH-073 (4-methylnaphthyl),JWH-073 (4-methylnaphthyl),NPS,,Cannabinoid,JWH-122 N-butyl analog,,,,,,jwh-073 (4-methylnaphthyl)
1732,JWH-073 methyl derivative,JWH-073 methyl derivative,NPS,,Cannabinoid,,,,,1-Butyl-3-(1-(4-methyl)naphthoyl)indole),,jwh-073 methyl derivative
1733,JWH-081,JWH-081,NPS,Cannabinoids,Cannabinoid,,,,,1-pentyl-3-(4-methoxy-1-naphthoyl)indole,,jwh-081
1734,JWH-098,JWH-098,NPS,Cannabinoids,Cannabinoid,,,,,3-(4-methoxynaphthalene-1-carbonyl)-2-methyl-1-pentyl-1H-indole,,jwh-098
1735,JWH-122,JWH-122,NPS,Cannabinoids,Cannabinoid,,,,,1-pentyl-3-(4-methyl-1-naphthoyl)indole,,jwh-122
1736,JWH-122 (5-Methyl-naphtyl isomer),JWH-122 (5-Methyl-naphtyl isomer),NPS,,Cannabinoid,,,,,,,jwh-122 (5-methyl-naphtyl isomer)
1738,JWH-122 N-(4-pentenyl),JWH-122 N-(4-pentenyl),NPS,,Cannabinoid,,,,,,,jwh-122 n-(4-pentenyl)
1739,JWH-122 N-(4-pentenyl) -2-methylindole,JWH-122 N-(4-pentenyl) -2-methylindole,NPS,,Cannabinoid,,,,,,,jwh-122 n-(4-pentenyl) -2-methylindole
